,rating,reviews,price,country,bathrooms,beds,guests,toiles,bedrooms,studios,checkin,checkout,amenities_list,amenities_count,region,bathroom_shared,bathroom_private,toilet_only,no_rating
99,4.82,11,4.006017972416844,Taiwan,1.0,1,2,0,1,0,After 2 00 pm,Unknown,"['Wifi', 'Free parking on premises', 'Pets allowed', 'Air conditioning', 'Hair dryer', 'Long-term stays allowed']",6,Tainan City,1,0,0,0
100,,0,4.374164483500933,India,1.0,1,2,0,1,0,Flexible,Unknown,"['Mountain view', 'Valley view', 'Wifi', 'Free parking on premises', 'Pets allowed', 'Washing machine', 'Bath', 'Private patio or balcony']",8,Uttarakhand,0,1,0,1
101,,0,5.208036686254799,Turkey,1.0,3,4,0,2,0,After 3 00 pm,Unknown,"['Kitchen', 'Wifi', 'Free parking on premises', 'Hot tub', 'TV', 'Washing machine', 'Air conditioning', 'Long-term stays allowed']",8,Antalya,0,0,0,1
102,,1,4.524796098112995,Turkey,2.0,3,4,0,2,0,After 4 00 pm,10 00 am,"['Kitchen', 'Wifi', 'Free parking on premises', 'Private pool', 'Private hot tub', 'TV', 'Washing machine', 'Air conditioning']",8,Antalya,0,0,0,1
103,,0,4.730581349210167,Turkey,1.0,1,2,0,1,0,11 00 am - 12 00 am,11 00 am,"['Kitchen', 'Wifi', 'Free parking on premises', 'Pool', 'Hot tub', 'TV', 'Washing machine', 'Air conditioning']",8,Antalya,0,0,0,1
104,,0,4.3645556243942965,Turkey,1.0,1,2,0,1,0,After 3 00 pm,10 00 am,"['Kitchen', 'Wifi', 'Free parking on premises', 'Pool', 'TV', 'Washing machine', 'Air conditioning', 'Hair dryer']",8,Antalya,0,0,0,1
105,,1,3.3693709500504783,Vietnam,1.0,2,4,0,1,0,1 00 pm - 3 00 pm,Unknown,"['Kitchen', 'Wifi', 'Free parking on premises', 'Air conditioning', 'Hair dryer', 'Breakfast', 'Long-term stays allowed']",7,Quảng Ninh,0,1,0,1
106,,1,5.712579012785537,Turkey,1.0,3,2,0,2,0,12 00 pm - 2 00 pm,12 00 pm,"['Wifi', 'TV', 'Central air conditioning', 'Hair dryer', 'Long-term stays allowed']",5,Rize,1,0,0,1
107,,0,4.449994885030297,Turkey,1.0,2,4,0,2,0,Unknown,Unknown,"['Beach access', 'Wifi', 'Free parking on premises', 'Private hot tub', 'TV', 'Air conditioning', 'Garden', 'Security cameras on property']",8,Antalya,0,1,0,1
108,,0,5.006207836672693,Turkey,1.0,1,2,0,1,0,After 3 00 pm,11 00 am,"['Garden view', 'Mountain view', 'Kitchen', 'Wifi', 'Dedicated workspace', 'Free parking on premises', 'Pool', 'Pets allowed']",8,Antalya,0,0,0,1
109,4.92,12,4.93282570027002,Taiwan,1.0,1,2,0,1,0,1 00 pm - 9 00 pm,11 00 am,"['Sea view', 'Ocean view', 'Public or shared beach access – Beachfront', 'Free carport on premises', 'Air conditioning', 'Shared backyard – Not fully fenced', 'Luggage drop-off allowed', 'Hair dryer']",8,花蓮市,0,1,0,0
110,,1,4.744198491061572,South Korea,1.0,2,8,0,1,0,3 00 pm - 10 00 pm,11 00 am,"['Beach access – Beachfront', 'Wifi', 'Free parking on premises', 'Pets allowed', 'TV', 'Air conditioning', 'Refrigerator', 'Microwave', 'Security cameras on property']",9,Jeju Province,0,0,0,1
111,,0,2.710456941132775,Vietnam,1.0,1,2,0,1,0,1 00 pm - 6 00 pm,12 00 pm,"['Kitchen', 'Wifi', 'Pets allowed', 'TV', 'Air conditioning', 'Hair dryer', 'Long-term stays allowed']",7,Gia Lai,0,1,0,1
112,,0,3.904039413973307,South Korea,1.0,0,4,0,0,0,2 00 pm - 10 00 pm,11 00 am,"['Beach access – Beachfront', 'Kitchen', 'Wifi', 'Free parking on premises', 'TV', 'Air conditioning', 'Hair dryer', 'Security cameras on property']",8,South Chungcheong Province,0,0,0,1
113,,0,6.827342020735506,Turkey,1.0,1,2,0,1,0,After 2 00 pm,11 00 am,"['Kitchen', 'Wifi', 'Free parking on premises', 'Pets allowed', 'TV', 'Breakfast', 'Smoking allowed']",7,Rize,1,0,0,1
114,4.86,7,4.338471239139811,Taiwan,1.0,3,4,0,1,0,After 2 00 pm,Unknown,"['Wifi', 'Free parking on premises', 'Air conditioning', 'Hair dryer', 'Long-term stays allowed']",5,Tainan City,1,0,0,0
115,,0,4.067893376134931,Turkey,1.0,2,3,0,1,0,11 00 am - 3 00 pm,Unknown,"['Beach view', 'Desert view', 'Kitchen', 'Wifi', 'Pets allowed', 'TV', 'Air conditioning', 'Hair dryer']",8,Antalya,0,0,0,1
116,,0,3.8821846460418548,Turkey,2.0,3,4,0,2,0,After 4 00 pm,10 00 am,"['Kitchen', 'Wifi', 'Free parking on premises', 'Private pool', 'Private hot tub', 'TV', 'Washing machine', 'AC – split-type ductless system']",8,Antalya,0,0,0,1
117,,0,5.339447747247325,Turkey,1.0,1,4,0,1,0,After 2 00 pm,12 00 pm,"['Bay view', 'Garden view', 'Kitchen', 'Wifi', 'Free parking on premises', 'TV', 'Air conditioning', 'Indoor fireplace', 'Security cameras on property']",9,Kocaeli,1,0,0,1
118,5.0,4,3.693387350553126,Thailand,1.0,1,2,0,10,0,2 00 pm - 2 00 am,12 00 pm,"['Wifi', 'Free parking on premises', 'TV', 'Air conditioning', 'Breakfast', 'Security cameras on property']",6,Chang Wat Chon Buri,0,0,0,0
119,,1,4.744198491061572,South Korea,1.0,2,8,0,1,0,3 00 pm - 10 00 pm,11 00 am,"['Beach access – Beachfront', 'Wifi', 'Free parking on premises', 'Pets allowed', 'TV', 'Air conditioning', 'Refrigerator', 'Microwave', 'Security cameras on property']",9,Jeju Province,0,0,0,1
120,,0,4.233407814612504,Turkey,5.0,5,5,0,5,0,After 3 00 pm,Unknown,"['Wifi', 'Dedicated workspace', 'Free parking on premises', 'Pets allowed', 'Washing machine', 'Private patio or balcony', 'Shared garden', 'Luggage drop-off allowed']",8,Antalya,0,0,0,1
121,4.94,16,4.217911818677279,Taiwan,1.0,2,2,0,1,0,After 2 00 pm,Unknown,"['Wifi', 'Free parking on premises', 'Air conditioning', 'Hair dryer', 'Long-term stays allowed']",5,Tainan City,1,0,0,0
122,,0,6.220973339393408,Turkey,1.0,1,2,0,1,0,2 00 pm - 12 00 am,12 00 pm,"['Garden view', 'Lake view', 'Kitchen', 'Wifi', 'Dedicated workspace', 'Free parking on premises', 'TV', 'Washing machine']",8,Sakarya,0,0,0,1
123,,0,4.0481113671828926,Turkey,2.0,3,4,0,2,0,After 4 00 pm,10 00 am,"['Kitchen', 'Wifi', 'Pool', 'Hot tub', 'TV', 'Washing machine', 'Air conditioning', 'Hair dryer']",8,Antalya,0,0,0,1
124,4.67,3,4.219153283765344,Taiwan,1.0,2,2,0,1,0,After 2 00 pm,Unknown,"['Wifi', 'Free parking on premises', 'Air conditioning', 'Hair dryer', 'Long-term stays allowed']",5,Tainan City,1,0,0,0
125,,0,4.744198491061572,South Korea,1.0,2,8,0,1,0,3 00 pm - 10 00 pm,11 00 am,"['Beach access – Beachfront', 'Wifi', 'Free parking on premises', 'Pets allowed', 'TV', 'Air conditioning', 'Refrigerator', 'Microwave', 'Security cameras on property']",9,Jeju Province,0,0,0,1
126,,0,4.684359888621681,India,3.0,1,12,0,3,0,Unknown,Unknown,"['Mountain view', 'Resort view', 'Kitchen', 'Free parking on premises', 'Indoor fireplace', 'Fire pit', 'Long-term stays allowed', 'Security cameras on property']",8,Uttarakhand,0,0,0,1
127,5.0,3,4.141028857900076,India,1.0,1,2,0,1,0,11 00 am - 2 00 pm,11 00 am,"['Valley view', 'Mountain view', 'Kitchen', 'Wifi', 'Dedicated workspace', 'Free parking on premises', 'Pets allowed', 'Washing machine']",8,Himachal Pradesh,0,1,0,0
128,,2,5.228786484610705,Lithuania,1.0,4,6,0,2,0,Flexible,Unknown,"['Garden view', 'Resort view', 'Kitchen', 'Wifi', 'Dedicated workspace', 'Free parking on premises', 'Shared hot tub', 'Pets allowed', 'EV charger']",9,Alytaus apskritis,0,0,0,1
129,4.84,113,4.321176083722924,Slovakia,1.0,3,4,0,1,0,2 00 pm - 12 00 am,10 00 am,"['Mountain view', 'Valley view', 'Kitchen', 'Wifi', 'Free parking on premises', 'TV with standard cable/satellite', 'EV charger', 'Bath', 'Garden', 'Children’s books and toys']",10,Prešov Region,0,0,0,0
130,4.78,125,5.5953829863341955,South Korea,2.0,3,6,0,3,0,After 3 00 pm,Unknown,"['Mountain view', 'Kitchen', 'Wifi', 'Dedicated workspace', 'Free parking on premises', 'Private pool', 'Pets allowed', 'TV', 'Washing machine']",9,Gangwon Province,0,0,0,0
131,5.0,3,4.588281381672645,Turkey,1.0,1,2,0,1,0,After 4 00 pm,10 00 am,"['Beach view', 'Sea view', 'Kitchen', 'Wifi', 'Private pool', 'Private hot tub', 'Air conditioning', 'Security cameras on property']",8,Antalya,0,0,0,0
132,4.93,15,5.123605337933289,South Korea,3.0,3,6,0,3,0,3 00 pm - 10 00 pm,11 00 am,"['Kitchen', 'Wifi', 'Free parking on premises', 'TV', 'Air conditioning', 'Hair dryer', 'Long-term stays allowed']",7,Gangwon Province,0,0,0,0
133,4.88,42,4.826770378261504,Denmark,1.0,6,6,0,3,0,After 3 00 pm,10 00 am,"['Garden view', 'Bay view', 'Beach access', 'Kitchen', 'Free parking on premises', 'Washing machine', 'Air conditioning', 'Private patio or balcony']",8,Allinge,0,0,0,0
134,4.84,244,4.369905274141537,Germany,1.0,2,4,0,1,0,4 00 pm - 9 00 pm,11 00 am,"['Public or shared beach access', 'Kitchen', 'Free parking on premises', 'Patio or balcony', 'Private backyard – Fully fenced', 'Indoor fireplace', 'Luggage drop-off allowed', 'Hair dryer', 'Refrigerator']",9,Brandenburg,0,0,0,0
135,,0,4.409800009621683,Indonesia,1.5,2,2,0,1,0,Flexible,12 00 pm,"['Beach access – Beachfront', 'Wifi', 'Free parking on premises', 'TV', 'Air conditioning', 'Luggage drop-off allowed', 'Breakfast', 'Long-term stays allowed']",8,South Sulawesi,0,0,0,1
136,,0,6.27745844841242,Turkey,1.0,1,2,0,1,0,2 00 pm - 12 00 am,12 00 pm,"['Garden view', 'Lake view', 'Kitchen', 'Wifi', 'Dedicated workspace', 'Free parking on premises', 'TV', 'Washing machine']",8,Sakarya,0,0,0,1
137,4.67,3,4.39534121539172,Poland,1.0,5,6,0,3,0,Unknown,Unknown,"['Kitchen', 'Wifi', 'Free parking on premises', 'Pets allowed', 'TV', 'Long-term stays allowed']",6,lubelskie,0,0,0,0
138,5.0,3,4.219153283765344,Taiwan,1.0,2,2,0,1,0,After 2 00 pm,Unknown,"['Wifi', 'Free parking on premises', 'Air conditioning', 'Hair dryer', 'Long-term stays allowed']",5,Tainan City,1,0,0,0
139,4.57,68,3.7287371284051725,Indonesia,1.0,1,2,0,0,0,After 2 00 pm,Unknown,"['Wifi', 'Hot tub', 'Hair dryer']",3,Bali,0,0,0,0
140,5.0,27,5.230206206067551,Romania,2.0,2,4,0,2,0,After 4 00 pm,11 00 am,"['Mountain view', 'Valley view', 'Kitchen', 'Wifi', 'Dedicated workspace', 'Free parking on premises', 'Private hot tub', 'HDTV with Netflix', 'cable/satellite TV', 'AC – split-type ductless system']",10,Județul Sibiu,0,0,0,0
141,4.9,188,5.213297433575309,Philippines,2.0,1,6,0,1,0,1 00 pm - 4 00 pm,11 00 am,"['Marina view', 'Garden view', 'Kitchen', 'Free parking on premises', 'Pool', 'Pets allowed', 'Patio or balcony', 'Security cameras on property']",8,Gitnang Kabisayaan,0,0,0,0
142,4.85,34,4.837333180522757,India,2.0,5,7,0,2,0,3 00 pm - 6 00 pm,12 00 pm,"['Mountain view', 'Valley view', 'Kitchen', 'Wifi', 'Free parking on premises', '32"" TV with Chromecast', 'Air conditioning', 'Security cameras on property']",8,Kerala,0,0,0,0
143,4.96,69,3.669414119325833,Turkey,1.0,2,3,0,1,0,After 3 00 pm,11 00 am,"['Mountain view', 'Garden view', 'Beach access', 'Kitchen', 'Wifi', 'Dedicated workspace', 'Free parking on premises', 'HDTV with cable/satellite TV', 'standard cable/satellite']",9,Muğla,0,0,0,0
144,4.99,97,3.634728561337943,Romania,0.0,2,3,1,1,0,3 00 pm - 12 00 am,12 00 pm,"['Courtyard view', 'Garden view', 'Waterfront', 'Kitchen', 'Wifi', 'Dedicated workspace', 'Free parking on premises', 'Private hot tub']",8,Hunedoara County,0,0,1,0
145,5.0,6,4.674403992303338,Turkey,1.0,2,4,0,2,0,After 2 00 pm,10 00 am,"['Bay view', 'Garden view', 'Kitchen', 'Wifi', 'Dedicated workspace', 'Free parking on premises', 'Pool', 'TV']",8,Muğla,0,0,0,0
146,4.93,86,4.805304045155982,Lithuania,1.0,1,2,0,1,0,After 3 00 pm,12 00 pm,"['Kitchen', 'Wifi', 'Dedicated workspace', 'Free parking on premises', 'Hot tub', 'Central air conditioning', 'Patio or balcony', 'Garden', 'Indoor fireplace']",9,Alytaus apskritis,0,0,0,0
147,4.96,114,4.095949699003329,Indonesia,1.5,1,2,0,1,0,After 2 00 pm,12 00 pm,"['Valley view', 'Beach access', 'Kitchen', 'Wifi', 'Free parking on premises', 'Shared pool', 'AC – split-type ductless system', 'Shared patio or balcony']",8,Bali,0,0,0,0
148,4.82,65,3.780898352834188,Philippines,1.0,2,4,0,0,1,1 00 pm - 7 00 pm,11 00 am,"['Wifi', 'Free parking on premises', 'Pets allowed', 'Air conditioning', 'Patio or balcony', 'Garden', 'Long-term stays allowed']",7,Caraga,0,0,0,0
149,4.71,7,4.7236490972714105,Turkey,1.0,1,2,0,1,0,4 00 pm - 8 00 pm,10 00 am,"['Courtyard view', 'Garden view', 'Waterfront', 'Kitchen', 'Wifi', 'Free parking on premises', 'Private pool', 'Pets allowed']",8,Muğla,0,0,0,0
150,5.0,7,4.79638779825236,Greece,1.0,1,2,0,1,0,After 1 00 pm,11 00 am,"['Kitchen', 'Wifi', 'Dedicated workspace', 'Free parking on premises', 'Pets allowed', 'Air conditioning', 'Patio or balcony', 'Garden']",8,Ano Korakiana,0,0,0,0
151,5.0,38,4.371885020466978,Ukraine,1.5,2,4,0,1,0,After 2 00 pm,11 00 am,"['Mountain view', 'Kitchen', 'Wifi', 'Dedicated workspace', 'Free parking on premises', 'TV', 'Air conditioning', 'Private patio or balcony']",8,L'vivs'ka oblast,0,0,0,0
152,4.67,3,4.5468771811882505,Indonesia,1.0,1,2,0,1,0,After 2 00 pm,12 00 pm,"['Wifi', 'Free parking on premises', 'Pool', 'Washing machine', 'Fire pit', 'Long-term stays allowed', 'Security cameras on property']",7,Bali,0,1,0,0
153,4.98,91,4.929869433444357,Thailand,1.0,3,5,0,2,0,3 00 pm - 9 00 pm,11 00 am,"['Ocean view', 'Sea view', 'Beach access – Beachfront', 'Kitchen', 'Wifi', 'Dedicated workspace', 'Free parking on premises', 'TV']",8,ST,0,0,0,0
154,4.9,32,4.197111355642903,Greece,1.0,2,4,0,1,0,After 2 00 pm,12 00 pm,"['Garden view', 'Mountain view', 'Kitchen', 'Wifi', 'Free parking on premises', 'Pets allowed', 'HDTV', 'Central air conditioning', 'Private patio or balcony', 'Private backyard – Fully fenced']",10,Ioannina,0,0,0,0
155,4.96,53,4.289633881785066,Turkey,1.0,2,3,0,1,0,After 2 00 pm,11 00 am,"['Garden view', 'Kitchen', 'Wifi', 'Dedicated workspace', 'Free parking on premises', 'HDTV', 'Free washer – In unit', 'Central air conditioning']",8,Muğla,0,0,0,0
156,5.0,25,4.548663579519639,Hungary,1.0,1,3,0,1,0,After 3 00 pm,10 00 am,"['Garden view', 'Mountain view', 'Kitchen', 'Wifi', 'Dedicated workspace', 'Free parking on premises', '32"" HDTV with Netflix', 'Security cameras on property']",8,Esztergom,0,0,0,0
157,4.82,11,3.888372018831711,Albania,1.0,1,2,0,1,0,After 3 00 pm,Unknown,"['Kitchen', 'Wifi', 'Shared pool', 'Washing machine', 'Air conditioning', 'Patio or balcony', 'Garden', 'Fire pit', 'Refrigerator']",9,Qarku i Shkodrës,0,0,0,0
158,,2,4.682242778242635,Poland,1.0,2,2,0,1,0,After 3 00 pm,Unknown,"['Garden view', 'Free parking on premises', 'Pets allowed', 'Air conditioning', 'Fire pit', 'Long-term stays allowed']",6,Mazowieckie,0,0,0,1
159,4.8,15,4.803230687055284,Romania,1.5,4,6,0,3,0,After 3 00 pm,Unknown,"['Garden view', 'Kitchen', 'Wifi', 'Free parking on premises', 'TV', 'Patio or balcony', 'Private backyard – Fully fenced', 'Indoor fireplace']",8,Brașov County,0,0,0,0
160,5.0,6,4.693004517430485,Romania,1.0,2,4,0,1,0,After 2 00 pm,11 00 am,"['Kitchen', 'Wifi', 'Free parking on premises', 'Shared pool', 'Pets allowed', 'TV', 'Air conditioning', 'Shared patio or balcony', 'Private backyard – Fully fenced']",9,Județul Sibiu,0,0,0,0
161,5.0,7,5.093084741800357,South Korea,2.0,2,4,0,2,0,After 4 00 pm,11 00 am,"['Mountain view', 'Kitchen', 'Fast wifi – 93 Mbps', 'Dedicated workspace', 'Free parking on premises', 'HDTV with Netflix', 'cable/satellite TV', 'Air conditioning', 'Private patio or balcony', 'Private backyard – Not fully fenced', 'Security cameras on property']",11,Gangwon Province,0,0,0,0
162,4.97,231,5.304922013792842,South Korea,3.0,3,6,0,3,0,After 3 00 pm,11 00 am,"['Mountain view', 'Kitchen', 'Wifi', 'Dedicated workspace', 'Free parking on premises', '65"" HDTV with standard cable/satellite', 'Free washer – In unit', 'Air conditioning', 'Patio or balcony', 'Garden']",10,Gangwon Province,0,0,0,0
163,4.96,99,4.4172425831956135,Greece,1.0,1,2,0,1,0,After 1 00 pm,11 00 am,"['Kitchen', 'Wifi', 'Dedicated workspace', 'Free parking on premises', 'Pets allowed', 'Air conditioning', 'Patio or balcony', 'Garden']",8,Πελοπόννησος Δυτική Ελλάδα και Ιόνιο,0,0,0,0
164,4.64,14,4.766284515038521,Turkey,1.0,1,2,0,1,0,After 2 00 pm,10 00 am,"['Kitchen', 'Wifi', 'Free parking on premises', 'Hot tub', 'Washing machine', 'Air conditioning', 'Patio or balcony', 'Garden', 'Hair dryer']",9,Muğla,0,0,0,0
165,5.0,120,4.57805898832676,Bulgaria,1.0,3,6,0,2,0,After 3 00 pm,Unknown,"['City skyline view', 'Mountain view', 'Kitchen', 'Wifi', 'Free parking on premises', 'Pets allowed', 'TV with standard cable/satellite', 'Dryer']",8,Lovech,0,0,0,0
166,4.83,29,4.706595257089141,Georgia,1.0,5,5,0,2,0,After 2 00 pm,11 00 am,"['Mountain view', 'Ski-in/ski-out – Near ski lifts', 'Kitchen', 'Wifi', 'Free parking on premises', 'Private patio or balcony', 'Private backyard – Not fully fenced', 'Security cameras on property']",8,Samegrelo-Zemo Svaneti,0,0,0,0
167,4.94,16,3.977765620630522,Romania,1.0,2,6,0,3,0,3 00 pm - 12 00 am,11 00 am,"['Kitchen', 'Free parking on premises', 'Private outdoor pool – heated', 'Private backyard – Not fully fenced', 'Fire pit', 'Long-term stays allowed']",6,Județul Bihor,0,0,0,0
168,4.74,19,3.5680042933647846,Malaysia,1.5,3,4,0,2,0,2 00 pm - 12 00 am,11 00 am,"['Garden view', 'River view', 'Dedicated workspace', 'Free parking on premises', 'Window AC unit', 'Private backyard – Fully fenced', 'Indoor fireplace: wood-burning', 'Fire pit']",8,Perak,0,0,0,0
169,,2,3.901363989782281,Turkey,1.0,3,3,0,1,0,3 00 pm - 11 00 pm,11 00 am,"['Public or shared beach access', 'Kitchen', 'Dedicated workspace', 'Free parking on premises', 'Private pool', 'Washing machine', 'Air conditioning', 'Private patio or balcony']",8,Muğla,0,0,0,1
170,5.0,9,3.7991375953541344,Romania,1.0,2,3,0,1,0,After 3 00 pm,Unknown,"['Waterfront', 'Wifi', 'Dedicated workspace', 'Free parking on premises', 'TV', 'EV charger', 'Air conditioning', 'Patio or balcony']",8,Județul Suceava,0,0,0,0
171,,0,2.968868631284443,Indonesia,1.0,2,2,0,1,0,After 3 00 pm,11 00 am,"['Courtyard view', 'Garden view', 'Kitchen', 'Wifi', 'Dedicated workspace', 'Free parking on premises', 'Air conditioning', 'Security cameras on property']",8,Daerah Istimewa Yogyakarta,0,1,0,1
172,,0,3.9684716627651193,Indonesia,1.0,1,4,0,1,0,Unknown,Unknown,"['Kitchen', 'Free parking on premises', 'Pool', 'Breakfast', 'Long-term stays allowed']",5,Daerah Istimewa Yogyakarta,0,0,0,1
173,,1,5.171236723715018,Romania,1.0,2,4,0,2,0,After 4 00 pm,12 00 am,"['Mountain view', 'Ski-in/ski-out – Near ski lifts', 'Kitchen', 'Wifi', 'TV with HBO Max', 'cable/satellite TV', 'Netflix', 'Free washer – In building', 'Dryer', 'Shared patio or balcony', 'Private garden', 'Security cameras on property']",12,Județul Cluj,0,0,0,1
174,4.96,28,4.648437381337747,Indonesia,2.5,2,4,0,2,0,After 2 00 pm,12 00 pm,"['Mountain view', 'Public or shared beach access', 'Kitchen', 'Wifi', 'Free parking on premises', 'Private pool', 'AC – split-type ductless system', 'Private patio or balcony']",8,Bali,0,0,0,0
175,5.0,22,3.868436148018001,Montenegro,1.0,2,3,0,1,0,After 2 00 pm,11 00 am,"['Garden view', 'Mountain view', 'Waterfront', 'Kitchen', 'Wifi', 'Free parking on premises', 'Pets allowed', 'Private patio or balcony', 'Security cameras on property']",9,Opština Kolašin,0,0,0,0
176,4.75,123,4.204692619390966,Slovenia,1.0,2,2,0,1,0,2 00 pm - 8 00 pm,10 00 am,"['Mountain view', 'River view', 'Kitchen', 'Wifi', 'Pets allowed', 'Hair dryer', 'Fire pit', 'Refrigerator']",8,Tolmin,0,0,0,0
177,,2,5.182392543104492,Czechia,1.0,1,2,0,1,0,After 3 00 pm,11 00 am,"['Garden view', 'Valley view', 'Kitchen', 'Wifi', 'Free parking on premises', 'Pets allowed', 'Central air conditioning', 'Private patio or balcony']",8,Ústecký kraj,0,0,0,1
178,5.0,5,3.928038645949962,Turkey,1.0,1,3,0,1,0,After 2 00 pm,12 00 pm,"['Valley view', 'Garden view', 'Kitchen', 'Free parking on premises', 'Pets allowed', 'Private patio or balcony', 'Private backyard – Fully fenced', 'Indoor fireplace: wood-burning']",8,İzmir,0,0,0,0
179,,2,4.876575936534704,Turkey,1.0,2,2,0,1,0,4 00 pm - 8 00 pm,10 00 am,"['Mountain view', 'Sea view', 'Public or shared beach access', 'Kitchen', 'Wifi', 'Dedicated workspace', 'Free parking on premises', 'Private pool']",8,Muğla,0,0,0,1
180,4.97,90,4.834559253640032,Sweden,1.5,1,4,0,2,0,After 3 00 pm,11 00 am,"['Lake access', 'Kitchen', 'Free parking on premises', 'Pets allowed', 'Central air conditioning', 'AC – split-type ductless system', 'Private patio or balcony', 'Private backyard – Not fully fenced', 'Indoor fireplace: wood-burning', 'Children’s books and toys']",10,Västernorrlands län,0,0,0,0
181,4.84,68,4.061065998833623,Hungary,2.0,4,4,0,2,0,2 00 pm - 10 00 pm,11 00 am,"['Mountain view', 'Valley view', 'Kitchen', 'Wifi – 33 Mbps', 'Free parking on premises', 'Pets allowed', 'Free washer – In unit', 'Bath', 'Private patio or balcony']",9,Zalaszántó,0,0,0,0
182,,0,3.847323828815894,Indonesia,1.5,1,4,0,1,0,After 2 00 pm,12 00 pm,"['Pool view', 'Garden view', 'Kitchen', 'Air conditioning', 'Bath', 'Private backyard – Not fully fenced', 'Children’s books and toys for ages 5–10 years old and 10+ years old', 'Security cameras on property']",8,Special Region of Yogyakarta,0,0,0,1
